location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
120.908847,24.685503	中正路140	[]	[]	B0FFFUPNRN	[]	甘喜茶	[]	[]	餐饮服务;茶艺馆;茶艺馆	050600	120.908847	24.685503	710000	台湾省	喜茶
120.824354,24.566943	苗栗市中正路127號	[]	[]	B0FFFUPPFY	[]	甘喜茶	[]	[]	餐饮服务;茶艺馆;茶艺馆	050600	120.824354	24.566943	710000	台湾省	喜茶
121.291107,25.050176	桃園縣蘆竹鄉南崁路345號	[]	[]	B0FFFUYLBD	[]	甘喜茶(南崁店)	[]	[]	餐饮服务;冷饮店;冷饮店	050700	121.291107	25.050176	710000	台湾省	喜茶
120.816113,24.552661	苗栗縣苗栗市天雲街32號	[]	[]	B0FFFUYKWW	[]	甘喜茶(南苗店)	[]	[]	餐饮服务;冷饮店;冷饮店	050700	120.816113	24.552661	710000	台湾省	喜茶
120.965224,24.804779	北區中山路98號	[]	[]	B0FFFUNNKO	[]	甘喜茶-中山店	[]	[]	餐饮服务;快餐厅;快餐厅	050300	120.965224	24.804779	710000	台湾省	喜茶
106.712925,26.581747	中华中路与民权路交叉口东50米	云岩区	贵阳市	B0FFI7AQPV	[]	喜茶港座	贵州省	[]	餐饮服务;冷饮店;冷饮店	050700	106.712925	26.581747	520000	贵州省	喜茶
106.714226,26.582870	富水北路园通街7号1层1A号	云岩区	贵阳市	B0FFHXCS65	[]	喜茶hi tea	贵州省	13628512502;18185137327	餐饮服务;餐饮相关场所;餐饮相关	050000	106.714226	26.582870	520000	贵州省	喜茶
105.956874,26.251216	中华东路东关经适住房小区四组B号地9号楼1层9号	西秀区	安顺市	B0FFIEKF2B	[]	HEAKCEE又一喜茶	贵州省	18585895667	餐饮服务;餐饮相关场所;餐饮相关	050000	105.956874	26.251216	520000	贵州省	喜茶
106.667391,26.623393	阳关大道南200米	观山湖区	贵阳市	B0FFIBO9U8	[]	HEETEEA弘韵喜茶	贵州省	[]	购物服务;购物相关场所;购物相关场所	060000	106.667391	26.623393	520000	贵州省	喜茶
108.283762,23.152714	城厢镇标营社区标营路1号万隆国际五期1幢1号商铺	武鸣区	南宁市	B0FFI6W135	[]	HEYTEALS喜茶	广西壮族自治区	13878702435	餐饮服务;冷饮店;冷饮店	050700	108.283762	23.152714	450000	广西壮族自治区	喜茶
108.369052,22.816443	文信路水晶城梦之岛1层	青秀区	南宁市	B0FFHU0NI5	[]	喜茶	广西壮族自治区	0771-5385280	餐饮服务;甜品店;甜品店	050900	108.369052	22.816443	450000	广西壮族自治区	喜茶
108.322879,22.813603	青云街18号南宁悦荟商业广场A座1层A1057号、A1058号、A1059号商铺	兴宁区	南宁市	B0FFH0PNQB	[]	喜茶(悦荟店)	广西壮族自治区	0771-2865616	餐饮服务;冷饮店;冷饮店	050700	108.322879	22.813603	450000	广西壮族自治区	喜茶
98.299538,39.779320	大唐美食街436-206号	嘉峪关市	嘉峪关市	B0FFI2HIMH	[]	喜茶	甘肃省	18193775676	餐饮服务;冷饮店;冷饮店	050700	98.299538	39.779320	620000	甘肃省	喜茶
113.675746,34.783466	丰产路33号院门口	金水区	郑州市	B0FFID8VB8	[]	金尚喜茶	河南省	13015535351	餐饮服务;餐饮相关场所;餐饮相关	050000	113.675746	34.783466	410000	河南省	喜茶
113.666348,34.749349	南顺城街57号附近	二七区	郑州市	B0FFIKW9G8	[]	玉点喜茶	河南省	[]	餐饮服务;冷饮店;冷饮店	050700	113.666348	34.749349	410000	河南省	喜茶
114.315252,34.792083	汉兴路中断三毛未来购物广场西南50米处	鼓楼区	开封市	B0FFI1UQDW	[]	宣喜茶	河南省	13693903222	餐饮服务;糕饼店;糕饼店	050800	114.315252	34.792083	410000	河南省	喜茶
113.812958,36.080393	西环路奥斯卡影城北十字路口向西20米路南(紫竹苑对面)	林州市	安阳市	B0FFI11RWD	[]	魅惑大咖喜茶(林州店)	河南省	13140408998;15836362305	餐饮服务;茶艺馆;茶艺馆	050600	113.812958	36.080393	410000	河南省	喜茶
113.675492,34.757829	人民路与工二街交叉口向东50米路南	金水区	郑州市	B0FFI27NWU	[]	酷喜茶	河南省	13782554581	购物服务;购物相关场所;购物相关场所	060000	113.675492	34.757829	410000	河南省	喜茶
113.735246,34.772384	郑东新区商务外环路25号九如东路口王鼎国际大厦一楼	金水区	郑州市	B0FFIGC5HJ	[]	媸喜果茶	河南省	13838269920	餐饮服务;甜品店;甜品店	050900	113.735246	34.772384	410000	河南省	喜茶
117.956889,40.896575	奥体中心乐淘商场B14号	双桥区	承德市	B0FFI14Q0I	[]	喜茶	河北省	13613140721	餐饮服务;餐饮相关场所;餐饮相关	050000	117.956889	40.896575	130000	河北省	喜茶
118.707761,40.011536	新颖路与明珠街交叉口(其中味炸鸡对面)	迁安市	唐山市	B0FFIC0V8F	[]	喜茶	河北省	13363153157	餐饮服务;餐饮相关场所;餐饮相关	050000	118.707761	40.011536	130000	河北省	喜茶
114.474719,38.034830	裕华西路与中华大街交叉口西南角海悦天地四楼(海底捞旁)	桥西区	石家庄市	B0FFI1N49B	[]	喜茶(海悦天地店)	河北省	15232128668	餐饮服务;餐饮相关场所;餐饮相关	050000	114.474719	38.034830	130000	河北省	喜茶
114.501792,38.044502	中山路平安大街交汇处北行100米路东	长安区	石家庄市	B0FFI1XX1J	[]	喜茶(长安店)	河北省	18538162990;17733293040	餐饮服务;冷饮店;冷饮店	050700	114.501792	38.044502	130000	河北省	喜茶
119.579927,39.947773	秦皇东大街世纪港湾家乐福一楼	海港区	秦皇岛市	B0FFHXJ2WM	[]	喜社喜茶	河北省	0335-3529260	餐饮服务;餐饮相关场所;餐饮相关	050000	119.579927	39.947773	130000	河北省	喜茶
114.544393,36.619680	经济开发区世纪大街28号枫丹白露38号楼西侧商铺	丛台区	邯郸市	B0FFIJSKFL	[]	鼎库喜茶	河北省	0310-4011888;15131015163	餐饮服务;餐饮相关场所;餐饮相关	050000	114.544393	36.619680	130000	河北省	喜茶
114.489623,37.995130	胜利南大街126号11栋底商110号	桥西区	石家庄市	B0FFIMW6OU	[]	喜社喜茶烘焙店	河北省	15132885787	餐饮服务;餐饮相关场所;餐饮相关	050000	114.489623	37.995130	130000	河北省	喜茶
114.513010,38.043803	中山路建设大街东行100米路北(图书大厦底商)	长安区	石家庄市	B0FFI8W0VI	[]	喜茶风范	河北省	13226352905	购物服务;专卖店;专营店	061200	114.513010	38.043803	130000	河北省	喜茶
116.306160,39.435815	惠文街与玉井路交叉口北100米	固安县	廊坊市	B0FFI9EW14	[]	HEAKCAA喜茶(固安店)	河北省	18531666816	购物服务;购物相关场所;购物相关场所	060000	116.306160	39.435815	130000	河北省	喜茶
118.383272,31.333983	东郊路东郊新村二村1层12号	镜湖区	芜湖市	B0FFIJDF69	[]	代代喜茶(东郊路店)	安徽省	15055787900	餐饮服务;冷饮店;冷饮店	050700	118.383272	31.333983	340000	安徽省	喜茶
112.972847,28.205591	通泰街街道草墙湾96号	开福区	长沙市	B0FFI0COZS	[]	喜茶	湖南省	18674466169	餐饮服务;餐饮相关场所;餐饮相关	050000	112.972847	28.205591	430000	湖南省	喜茶
111.490678,28.902834	文昌东路2号附近	桃源县	常德市	B0FFHWEOT2	[]	喜茶	湖南省	17377956867	餐饮服务;冷饮店;冷饮店	050700	111.490678	28.902834	430000	湖南省	喜茶
113.104072,28.214830	泉塘小区90公馆	长沙县	长沙市	B0FFIIL7BE	[]	喜茶(泉塘店)	湖南省	15889574641	餐饮服务;冷饮店;冷饮店	050700	113.104072	28.214830	430000	湖南省	喜茶
112.913503,28.209128	玉兰路433号西枢纽商务中心T2栋写字楼1楼W111号	岳麓区	长沙市	B0FFHWHSW5	[]	喜茶(河西店)	湖南省	15111337726;15367857172	餐饮服务;餐饮相关场所;餐饮相关	050000	112.913503	28.209128	430000	湖南省	喜茶
113.124479,27.820408	珠江南路506号附近	天元区	株洲市	B0FFI3SBLZ	[]	喜茶(神农店)	湖南省	18373389003	餐饮服务;餐饮相关场所;餐饮相关	050000	113.124479	27.820408	430000	湖南省	喜茶
112.954940,28.200225	望月湖街道银盆南路199号麓山才苑好又多一层1-16号	岳麓区	长沙市	B0FFICATVG	[]	喜茶漫雪	湖南省	18570046619	餐饮服务;餐饮相关场所;餐饮相关	050000	112.954940	28.200225	430000	湖南省	喜茶
112.555659,28.264527	一环北路与东沩西路交叉口南50米	宁乡市	长沙市	B0FFICHF31	[]	喜茶颜(人人乐店)	湖南省	15576623512	餐饮服务;餐饮相关场所;餐饮相关	050000	112.555659	28.264527	430000	湖南省	喜茶
113.008807,28.190789	解放东路56号(原解放东路4号)	芙蓉区	长沙市	B0FFI6D4XT	[]	弘韵喜茶(解放东路店)	湖南省	15874170671	餐饮服务;冷饮店;冷饮店	050700	113.008807	28.190789	430000	湖南省	喜茶
112.901614,28.196095	梅溪湖路1177号金茂览秀城B1层LG层30-2	岳麓区	长沙市	B0FFHIW6QT	[]	御喜茶(金茂广场店)	湖南省	0731-89510687;15773687788	餐饮服务;冷饮店;冷饮店	050700	112.901614	28.196095	430000	湖南省	喜茶
113.151948,27.837017	家润多3楼	芦淞区	株洲市	B0FFI8OS49	[]	相遇喜茶(家润多店)	湖南省	18373373653	餐饮服务;餐饮相关场所;餐饮相关	050000	113.151948	27.837017	430000	湖南省	喜茶
113.124267,29.353425	白杨坡路473号	岳阳楼区	岳阳市	B0FFHU0EZG	[]	微甜喜茶(白杨坡路)	湖南省	18873085696	餐饮服务;餐饮相关场所;餐饮相关	050000	113.124267	29.353425	430000	湖南省	喜茶
113.035480,25.793510	八一路生源时代广场一楼街铺区1059A号	北湖区	郴州市	B0FFH0OIYM	[]	YHEEKCCA御喜茶	湖南省	0735-8189009	餐饮服务;茶艺馆;茶艺馆	050600	113.035480	25.793510	430000	湖南省	喜茶
112.970946,28.198375	万达广场1009号	开福区	长沙市	B0FFIDJXIO	[]	开福金街喜茶	湖南省	[]	购物服务;购物相关场所;购物相关场所	060000	112.970946	28.198375	430000	湖南省	喜茶
111.602233,26.449256	零陵北路舜德城市摩尔1栋23号	冷水滩区	永州市	B0FFIL7D6X	[]	HEERETEA東喜新式茶饮	湖南省	13702514818	餐饮服务;餐饮相关场所;餐饮相关	050000	111.602233	26.449256	430000	湖南省	喜茶
121.416317,31.218642	长宁路1018号龙之梦购物中心1层1019号	长宁区	上海市	B0FFIN69AG	[]	喜茶(龙之梦店)	上海市	021-52546228	餐饮服务;冷饮店;冷饮店	050700	121.416317	31.218642	310000	上海市	喜茶
121.349664,31.154091	漕宝路3366号上海七宝万科广场商场L1层L151D号单元S	闵行区	上海市	B0FFIDKSAU	[]	喜茶(七宝万科店)	上海市	021-54325297	餐饮服务;冷饮店;冷饮店|购物服务;购物相关场所;购物相关场所	050700|060000	121.349664	31.154091	310000	上海市	喜茶
121.462655,31.229770	石门一路288号兴业太古汇L3层L377	静安区	上海市	B0FFI6AH2E	[]	喜茶(兴业太古汇店)	上海市	021-52300520	餐饮服务;冷饮店;冷饮店	050700	121.462655	31.229770	310000	上海市	喜茶
121.439790,31.193012	肇嘉浜路1111号美罗城1层B区1-17单元	徐汇区	上海市	B0FFHSFGAN	[]	喜茶(美罗城店)	上海市	021-54610703	餐饮服务;冷饮店;冷饮店	050700	121.439790	31.193012	310000	上海市	喜茶
121.469229,31.207513	徐家汇路618号日月光中心东区1F层1F-TK07	黄浦区	上海市	B0FFG95CZ5	[]	喜茶(日月光店)	上海市	021-54106320	餐饮服务;冷饮店;冷饮店	050700	121.469229	31.207513	310000	上海市	喜茶
121.500134,31.237413	陆家嘴西路168号正大广场5层5F48K	浦东新区	上海市	B00156YIJ3	[]	HEYTEA喜茶(上海正大广场店)	上海市	021-50580702	餐饮服务;冷饮店;冷饮店	050700	121.500134	31.237413	310000	上海市	喜茶
121.477194,31.232365	西藏中路268号来福士广场1F层01-01D	黄浦区	上海市	B0FFI1D28R	[]	喜茶店(装修中)	上海市	021-63020200	餐饮服务;冷饮店;冷饮店|科教文化服务;科教文化场所;科教文化场所	050700|140000	121.477194	31.232365	310000	上海市	喜茶
115.032221,31.181230	建设路109号(七天酒店旁边)	麻城市	黄冈市	B0FFH0I2S8	[]	喜茶	湖北省	13886445007	餐饮服务;餐饮相关场所;餐饮相关	050000	115.032221	31.181230	420000	湖北省	喜茶
114.406156,30.503285	光谷西班牙风情街旁加州阳光美食街	洪山区	武汉市	B0FFI597FT	[]	悦品喜茶	湖北省	027-82431105	餐饮服务;冷饮店;冷饮店	050700	114.406156	30.503285	420000	湖北省	喜茶
115.260390,30.442127	经济开发区重阳阁路57号	浠水县	黄冈市	B0FFICG15G	[]	HEFKTEA喜茶(御制)	湖北省	13635863337	餐饮服务;餐饮相关场所;餐饮相关	050000	115.260390	30.442127	420000	湖北省	喜茶
115.684288,30.733643	温泉镇时代广场1层东门桥头	英山县	黄冈市	B0FFIL6MKM	[]	媸喜茶(英山旗舰店)	湖北省	0713-7063678	餐饮服务;冷饮店;冷饮店	050700	115.684288	30.733643	420000	湖北省	喜茶
114.289818,30.576806	中山大道756号大洋百货一楼	江汉区	武汉市	B0FFHX7PGE	[]	酷道喜茶	湖北省	027-85875502;13554677280	购物服务;购物相关场所;购物相关场所	060000	114.289818	30.576806	420000	湖北省	喜茶
114.431269,30.421472	藏龙岛湖北经济学院对面梁山头商业街二排二楼附近	江夏区	武汉市	B0FFI9NHZ5	[]	又一喜茶	湖北省	18607144439	购物服务;专卖店;专营店	061200	114.431269	30.421472	420000	湖北省	喜茶
114.291528,30.576408	江汉路花楼街宝利金国际广场198号A座123号	江汉区	武汉市	B0FFIAO3PC	[]	Heycak代代喜茶	湖北省	18062502857	购物服务;购物相关场所;购物相关场所	060000	114.291528	30.576408	420000	湖北省	喜茶
114.344101,30.547973	水果湖横路88号水果湖广场B座一楼门面	武昌区	武汉市	B0FFIBA82A	[]	茶物语	湖北省	027-85867687	餐饮服务;甜品店;甜品店	050900	114.344101	30.547973	420000	湖北省	喜茶
123.967254,47.341031	龙华路糖酒大楼	龙沙区	齐齐哈尔市	B0FFHYKMJB	[]	HELLO喜茶	黑龙江省	[]	餐饮服务;餐饮相关场所;餐饮相关	050000	123.967254	47.341031	230000	黑龙江省	喜茶
109.884158,40.665799	文化路50号包四中底店第4号	青山区	包头市	B0FFI6YDWG	[]	喜社喜茶	内蒙古自治区	0472-3138989	餐饮服务;糕饼店;糕饼店	050800	109.884158	40.665799	150000	内蒙古自治区	喜茶
122.069933,46.078529	兴安办事处五一广场高层东门对面	乌兰浩特市	兴安盟	B0FFIBTSBD	[]	喜茶饮品	内蒙古自治区	[]	餐饮服务;冷饮店;冷饮店	050700	122.069933	46.078529	150000	内蒙古自治区	喜茶
105.204021,37.513113	全民创业城D1-78	沙坡头区	中卫市	B0FFILG4KR	[]	香岩喜茶	宁夏回族自治区	17621066800	餐饮服务;冷饮店;冷饮店	050700	105.204021	37.513113	640000	宁夏回族自治区	喜茶
106.193813,37.990448	古城镇利宁北街208号	利通区	吴忠市	B0FFGS1WT1	[]	爆喜茶餐厅	宁夏回族自治区	15109536622	餐饮服务;快餐厅;茶餐厅	050305	106.193813	37.990448	640000	宁夏回族自治区	喜茶
115.848428,28.691886	会展路999号万达广场B1	青山湖区	南昌市	B0FFI169K6	[]	HEETTEA品圣喜茶(万达店)	江西省	13870833747	餐饮服务;餐饮相关场所;餐饮相关	050000	115.848428	28.691886	360000	江西省	喜茶
114.938617,27.800425	抱石大道555号	渝水区	新余市	B0FFIATR29	[]	喜茶	江西省	18979011660	餐饮服务;餐饮相关场所;餐饮相关	050000	114.938617	27.800425	360000	江西省	喜茶
115.989669,29.723972	浔阳路35号四码头联盛广场1楼	浔阳区	九江市	B0FFIACERQ	[]	喜茶(四码头店)	江西省	13870268765	餐饮服务;餐饮相关场所;餐饮相关	050000	115.989669	29.723972	360000	江西省	喜茶
117.216721,29.289921	广场南路金鼎华达百货A-76负一楼	珠山区	景德镇市	B0FFIORQ08	[]	喜茶漫雪	江西省	[]	餐饮服务;餐饮相关场所;餐饮相关	050000	117.216721	29.289921	360000	江西省	喜茶
116.679490,28.990205	鄱阳镇建设路18号银海KTV对面	鄱阳县	上饶市	B0FFI5R3XO	[]	御喜茶(建设路店)	江西省	13320037508	餐饮服务;餐饮相关场所;餐饮相关	050000	116.679490	28.990205	360000	江西省	喜茶
114.986165,27.114229	莱斯百货负一楼(三福旁三清洞火锅斜对面)	吉州区	吉安市	B0FFHDYYLQ	[]	teastory喜茶	江西省	17379606176	餐饮服务;餐饮相关场所;餐饮相关	050000	114.986165	27.114229	360000	江西省	喜茶
114.986804,27.110307	阳明东路9号D幢门面212号	吉州区	吉安市	B0FFIC6BZJ	[]	御喜茶YHEEKCCA	江西省	18079678805	餐饮服务;餐饮相关场所;餐饮相关	050000	114.986804	27.110307	360000	江西省	喜茶
117.216642,29.290241	解放路106号金鼎商业广场女装二楼	珠山区	景德镇市	B0FFI8A7PD	[]	文本嘻茶	江西省	13707980565	餐饮服务;餐饮相关场所;餐饮相关	050000	117.216642	29.290241	360000	江西省	喜茶
114.925701,25.815716	华润中心B2区C座26号华润大厦C座正对面	章贡区	赣州市	B0FFIAT4RC	[]	弘韵喜茶	江西省	17770776557	餐饮服务;冷饮店;冷饮店	050700	114.925701	25.815716	360000	江西省	喜茶
114.927685,25.815472	新赣州大道华润大厦C座C126号	章贡区	赣州市	B0FFI86SM7	[]	HEETEEA弘韵禧茶	江西省	17770776557	餐饮服务;糕饼店;糕饼店	050800	114.927685	25.815472	360000	江西省	喜茶
118.785678,32.039586	中山南路79号中央商场1层	秦淮区	南京市	B0FFIGB6KT	[]	文本喜茶	江苏省	025-86621933	餐饮服务;冷饮店;冷饮店	050700	118.785678	32.039586	320000	江苏省	喜茶
118.785844,32.023760	建康路1号鹏欣·水游城B1层	秦淮区	南京市	B0FFI9ZW1M	[]	喜茶(水游城店)	江苏省	025-82233675	餐饮服务;冷饮店;冷饮店	050700	118.785844	32.023760	320000	江苏省	喜茶
120.656376,31.317896	工业园区现代大道街1699号苏州印象城第一层1012a商铺	吴中区	苏州市	B0FFI96OUA	[]	喜茶(印象城店)	江苏省	0512-67504625	餐饮服务;餐饮相关场所;餐饮相关	050000	120.656376	31.317896	320000	江苏省	喜茶
120.713599,31.320830	旺墩路268号圆融广场汉堡王隔壁	吴中区	苏州市	B0FFI24S1C	[]	喜茶(装修中)	江苏省	0512-67504292	餐饮服务;甜品店;甜品店	050900	120.713599	31.320830	320000	江苏省	喜茶
125.318266,43.866680	同志街与桂林路交汇处	朝阳区	长春市	B0FFIAO93R	[]	喜茶原麦饮品店	吉林省	13596088999	餐饮服务;餐饮相关场所;餐饮相关	050000	125.318266	43.866680	220000	吉林省	喜茶
125.425468,43.879425	经济技术开发区吉林大路洋浦大街交汇万豪欧亚后身万豪国际A座	南关区	长春市	B0FFHDZ1AF	[]	悦咖啡馆	吉林省	0431-87929888	餐饮服务;咖啡厅;咖啡厅	050500	125.425468	43.879425	220000	吉林省	喜茶
123.373621,41.792332	建设东路85号	铁西区	沈阳市	B0FFI5CP7I	[]	喜茶	辽宁省	024-62354523	餐饮服务;餐饮相关场所;餐饮相关	050000	123.373621	41.792332	210000	辽宁省	喜茶
